sr,shape_id,shape_pt_lat,shape_pt_lon,shape_dist_traveled,shape_pt_sequence
1679,c1_1,1.19777,-77.30575,25.96,1680
1680,c1_1,1.19779,-77.30569,25.97,1681
1681,c1_1,1.19782,-77.30563,25.98,1682
1682,c1_1,1.1979,-77.30558,25.99,1683
1683,c1_1,1.19819,-77.30541,26.03,1684
1684,c1_1,1.19823,-77.30536,26.04,1685
1685,c1_1,1.19825,-77.30527,26.05,1686
1686,c1_1,1.19824,-77.30522,26.06,1687
1687,c1_1,1.19818,-77.30517,26.07,1688
1688,c1_1,1.19813,-77.30515,26.08,1689
1689,c1_1,1.19807,-77.30513,26.09,1690
1690,c1_1,1.19788,-77.30514,26.11,1691
1691,c1_1,1.19766,-77.30516,26.13,1692
1692,c1_1,1.19744,-77.30517,26.15,1693
1693,c1_1,1.19719,-77.3052,26.18,1694
1694,c1_1,1.19699,-77.30523,26.2,1695
1695,c1_1,1.19688,-77.30527,26.21,1696
1696,c1_1,1.19684,-77.30533,26.22,1697
1697,c1_1,1.19681,-77.30526,26.23,1698
1698,c1_1,1.19615,-77.30487,26.32,1699
1699,c1_1,1.19607,-77.30487,26.33,1700
1700,c1_1,1.19606,-77.30481,26.34,1701
1701,c1_1,1.196,-77.30478,26.35,1702
1702,c1_1,1.19592,-77.3048,26.36,1703
1703,c1_1,1.19589,-77.30475,26.37,1704
1704,c1_1,1.19572,-77.3047,26.39,1705
1705,c1_1,1.19564,-77.30473,26.4,1706
1706,c1_1,1.19563,-77.30469,26.4,1707
1707,c1_1,1.1956,-77.30468,26.4,1708
1708,c1_1,1.19551,-77.30469,26.41,1709
1709,c1_1,1.19549,-77.30464,26.42,1710
1710,c1_1,1.19541,-77.30459,26.43,1711
1711,c1_1,1.19531,-77.30452,26.44,1712
1712,c1_1,1.19518,-77.30443,26.46,1713
1713,c1_1,1.19502,-77.30433,26.48,1714
1714,c1_1,1.19482,-77.3042,26.51,1715
1715,c1_1,1.19457,-77.30406,26.54,1716
1716,c1_1,1.1943,-77.30391,26.57,1717
1717,c1_1,1.19404,-77.30376,26.6,1718
1718,c1_1,1.19387,-77.30367,26.62,1719
1719,c1_1,1.19377,-77.30361,26.63,1720
1720,c1_1,1.19367,-77.30361,26.64,1721
1721,c1_1,1.19364,-77.30354,26.65,1722
1722,c1_1,1.19256,-77.30293,26.79,1723
1723,c1_1,1.19247,-77.30292,26.8,1724
1724,c1_1,1.19244,-77.30286,26.81,1725
1725,c1_1,1.19171,-77.30239,26.91,1726
1726,c1_1,1.19162,-77.30237,26.92,1727
1727,c1_1,1.19156,-77.3024,26.93,1728
1728,c1_1,1.19146,-77.30253,26.95,1729
1729,c1_1,1.19131,-77.3027,26.98,1730
1730,c1_1,1.19123,-77.30281,27.0,1731
1731,c1_1,1.19109,-77.30303,27.03,1732
1732,c1_1,1.19091,-77.30334,27.07,1733
1733,c1_1,1.19077,-77.3036,27.1,1734
1734,c1_1,1.19061,-77.30391,27.14,1735
1735,c1_1,1.19017,-77.30462,27.23,1736
1736,c1_1,1.19016,-77.30469,27.24,1737
1737,c1_1,1.1902,-77.30474,27.25,1738
1738,c1_1,1.19083,-77.30501,27.33,1739
1739,c1_1,1.19088,-77.305,27.34,1740
1740,c1_1,1.19091,-77.30505,27.35,1741
1741,c1_1,1.19236,-77.30572,27.53,1742
1742,c1_1,1.19241,-77.30571,27.54,1743
1743,c1_1,1.19244,-77.30575,27.55,1744
1744,c1_1,1.19267,-77.30585,27.58,1745
1745,c1_1,1.19272,-77.30584,27.59,1746
1746,c1_1,1.19274,-77.30588,27.59,1747
1747,c1_1,1.19307,-77.306,27.63,1748
1748,c1_1,1.19312,-77.30599,27.64,1749
1749,c1_1,1.19308,-77.30604,27.65,1750
1750,c1_1,1.19291,-77.30646,27.7,1751
1751,c1_1,1.19292,-77.30652,27.71,1752
1752,c1_1,1.19298,-77.30655,27.72,1753
1753,c1_1,1.19331,-77.30666,27.76,1754
1754,c1_1,1.19336,-77.30668,27.77,1755
